Empresa;Ano;Asiento;ItemAsiento;Cuenta;LeyendaItem;Debe;Haber
1;2020;442;1;11110320;TEXTIL AMESUD R.37767;4000.00;NULL
1;2020;442;2;11311500;TEXTIL AMESUD R.37767;NULL;4000.00
1;2020;442;3;11110320;SILCOLOR SA R.37768;108206.59;NULL
1;2020;442;4;21428511;SILCOLOR SA R.37768;812.18;NULL
1;2020;442;5;11110100;SILCOLOR SA R.37768;174.66;NULL
1;2020;442;6;11311500;SILCOLOR SA R.37768;NULL;109193.43
1;2020;443;1;11110320;TINTOSUR SA R.37769;84832.66;NULL
1;2020;443;2;21428511;TINTOSUR SA R.37769;642.11;NULL
1;2020;443;3;11110100;TINTOSUR SA R.37769;853.89;NULL
1;2020;443;4;11311500;TINTOSUR SA R.37769;NULL;86328.66
1;2020;443;5;11110320;UNIFIBERS SA R.37770;1575905.33;NULL
1;2020;443;6;21428511;UNIFIBERS SA R.37770;11994.20;NULL
1;2020;443;7;11514050;UNIFIBERS SA R.37770;24653.77;NULL
1;2020;443;8;11311500;UNIFIBERS SA R.37770;NULL;1612553.30
1;2020;444;1;11110320;BONOMI ROBERTO R.37771;110078.00;NULL
1;2020;444;2;11110100;BONOMI ROBERTO R.37771;564.21;NULL
1;2020;444;3;11311500;BONOMI ROBERTO R.37771;NULL;110642.21
1;2020;444;4;11110320;SARDON PAMELA R.37772;46770.00;NULL
1;2020;444;5;11311500;SARDON PAMELA R.37772;NULL;46770.00
1;2020;445;1;11110100;FRANVITEX SA  R. 37773;1683.31;NULL
1;2020;445;2;11110320;FRANVITEX SA  R. 37773;59090.00;NULL
1;2020;445;3;21428511;FRANVITEX SA  R. 37773;445.77;NULL
1;2020;445;4;11311500;FRANVITEX SA  R. 37773;NULL;61219.08
1;2020;446;1;11110320;IG-TEX SA R.37774;205282.50;NULL
1;2020;446;2;11110100;IG-TEX SA R.37774;16220.00;NULL
1;2020;446;3;11311500;IG-TEX SA R.37774;NULL;221499.38
1;2020;446;4;85085730;IG-TEX SA R.37774;NULL;3.12
1;2020;446;5;11110320;MANUEL SEBASTIAN R.37775;60000.00;NULL
1;2020;446;6;11311500;MANUEL SEBASTIAN R.37775;NULL;60000.00
1;2020;446;7;11110320;MANUEL SEBASTIAN R.37776;87635.00;NULL
1;2020;446;8;11311500;MANUEL SEBASTIAN R.37776;NULL;87635.00
1;2020;447;1;60051810;GS EB: OP EST SERV 70784;2873.37;NULL
1;2020;447;2;21424202;GS EB: OP EST SERV 70784;477.19;NULL
1;2020;447;3;21428501;GS EB: OP EST SERV 70784;28.73;NULL
1;2020;447;4;21122100;GS EB: OP EST SERV 70784;NULL;3379.29
1;2020;447;5;60051810;GS EB: DEHEZA 23815;1928.81;NULL
1;2020;447;6;21424202;GS EB: DEHEZA 23815;321.10;NULL
1;2020;447;7;21428511;GS EB: DEHEZA 23815;30.86;NULL
1;2020;447;8;21428501;GS EB: DEHEZA 23815;19.29;NULL
1;2020;447;9;21122100;GS EB: DEHEZA 23815;NULL;2300.06
1;2020;447;10;60052000;GS EB: EL MIRADOR 289148;2520.00;NULL
1;2020;447;11;21424202;GS EB: EL MIRADOR 289148;430.10;NULL
1;2020;447;12;21122100;GS EB: EL MIRADOR 289148;NULL;2950.10
1;2020;447;13;60051800;GS EB: SICA 92155;231.40;NULL
1;2020;447;14;21424202;GS EB: SICA 92155;48.59;NULL
1;2020;447;15;21122100;GS EB: SICA 92155;NULL;279.99
1;2020;447;16;60051810;GS EB: DEHEZA 36188;1933.78;NULL
1;2020;447;17;21424202;GS EB: DEHEZA 36188;321.93;NULL
1;2020;447;18;21428511;GS EB: DEHEZA 36188;30.94;NULL
1;2020;447;19;21428501;GS EB: DEHEZA 36188;19.34;NULL
1;2020;447;20;21122100;GS EB: DEHEZA 36188;NULL;2305.99
1;2020;448;1;70061810;GS ELSA: ROJO Y AMARILLO 26365;1203.35;NULL
1;2020;448;2;21424202;GS ELSA: ROJO Y AMARILLO 26365;196.98;NULL
1;2020;448;3;21122100;GS ELSA: ROJO Y AMARILLO 26365;NULL;1400.33
1;2020;448;4;70061810;GS ELSA: ROJO Y AMARILLO 23764;1383.12;NULL
1;2020;448;5;21424202;GS ELSA: ROJO Y AMARILLO 23764;226.38;NULL
1;2020;448;6;21428501;GS ELSA: ROJO Y AMARILLO 23764;10.79;NULL
1;2020;448;7;21122100;GS ELSA: ROJO Y AMARILLO 23764;NULL;1620.29
1;2020;448;8;70061810;GS ELSA: DEHEZA 24913;1663.42;NULL
1;2020;448;9;21424202;GS ELSA: DEHEZA 24913;276.92;NULL
1;2020;448;10;21428511;GS ELSA: DEHEZA 24913;26.61;NULL
1;2020;448;11;21428501;GS ELSA: DEHEZA 24913;16.63;NULL
1;2020;448;12;21122100;GS ELSA: DEHEZA 24913;NULL;1983.58
1;2020;448;13;70061810;GS ELSA: DEHEZA 24512;1629.18;NULL
1;2020;448;14;21424202;GS ELSA: DEHEZA 24512;271.22;NULL
1;2020;448;15;21428511;GS ELSA: DEHEZA 24512;26.07;NULL
1;2020;448;16;21428501;GS ELSA: DEHEZA 24512;16.29;NULL
1;2020;448;17;21122100;GS ELSA: DEHEZA 24512;NULL;1942.76
1;2020;449;1;50040701;GS DAMIAN: DEHEZA 15788;2345.20;NULL
1;2020;449;2;21424202;GS DAMIAN: DEHEZA 15788;375.19;NULL
1;2020;449;3;21428511;GS DAMIAN: DEHEZA 15788;37.52;NULL
1;2020;449;4;21428501;GS DAMIAN: DEHEZA 15788;23.45;NULL
1;2020;449;5;21122100;GS DAMIAN: DEHEZA 15788;NULL;2781.36
1;2020;449;6;50040701;GS DAMIAN: DEHEZA 25190;1071.61;NULL
1;2020;449;7;21424202;GS DAMIAN: DEHEZA 25190;178.40;NULL
1;2020;449;8;21428511;GS DAMIAN: DEHEZA 25190;17.15;NULL
1;2020;449;9;21428501;GS DAMIAN: DEHEZA 25190;10.72;NULL
1;2020;449;10;21122100;GS DAMIAN: DEHEZA 25190;NULL;1277.88
1;2020;449;11;50040701;GS DAMIAN: DEHEZA 2548;2362.19;NULL
1;2020;449;12;21424202;GS DAMIAN: DEHEZA 2548;377.91;NULL
1;2020;449;13;21428511;GS DAMIAN: DEHEZA 2548;37.80;NULL
1;2020;449;14;21428501;GS DAMIAN: DEHEZA 2548;23.62;NULL
1;2020;449;15;21122100;GS DAMIAN: DEHEZA 2548;NULL;2801.52
1;2020;449;16;50040701;GS DAMIAN: FLUMAT 33641;856.07;NULL
1;2020;449;17;21424202;GS DAMIAN: FLUMAT 33641;144.50;NULL
1;2020;449;18;21428511;GS DAMIAN: FLUMAT 33641;12.84;NULL
1;2020;449;19;21122100;GS DAMIAN: FLUMAT 33641;NULL;1013.41
1;2020;449;20;50040701;GS DAMIAN: DEHEZA 52991;2224.88;NULL
1;2020;449;21;21424202;GS DAMIAN: DEHEZA 52991;355.95;NULL
1;2020;449;22;21428511;GS DAMIAN: DEHEZA 52991;35.60;NULL
1;2020;449;23;21428501;GS DAMIAN: DEHEZA 52991;22.25;NULL
1;2020;449;24;21122100;GS DAMIAN: DEHEZA 52991;NULL;2638.68
1;2020;449;25;50040701;GS DAMIAN: DEHEZA 14988;1948.64;NULL
1;2020;449;26;21424202;GS DAMIAN: DEHEZA 14988;311.75;NULL
1;2020;449;27;21428511;GS DAMIAN: DEHEZA 14988;31.18;NULL
1;2020;449;28;21428501;GS DAMIAN: DEHEZA 14988;19.49;NULL
1;2020;449;29;21122100;GS DAMIAN: DEHEZA 14988;NULL;2311.06
1;2020;449;30;70061800;GS DAMIAN: SVA 52687;9847.95;NULL
1;2020;449;31;21424202;GS DAMIAN: SVA 52687;2068.07;NULL
1;2020;449;32;21122100;GS DAMIAN: SVA 52687;NULL;11916.02
1;2020;450;1;21122100;ZSCHIMMER & SCHWARZ NC2182;28229.39;NULL
1;2020;450;2;11615120;ZSCHIMMER & SCHWARZ NC2182;NULL;22839.31
1;2020;450;3;21424202;ZSCHIMMER & SCHWARZ NC2182;NULL;4796.26
1;2020;450;4;21428511;ZSCHIMMER & SCHWARZ NC2182;NULL;365.43
1;2020;450;5;21428501;ZSCHIMMER & SCHWARZ NC2182;NULL;228.39
1;2020;451;1;60059990;GS VS ADM;490.00;NULL
1;2020;451;2;11110100;GS VS ADM;NULL;490.00
1;2020;452;1;60051810;GS JLB: MOCHA 27149;1603.87;NULL
1;2020;452;2;21424202;GS JLB: MOCHA 27149;289.67;NULL
1;2020;452;3;21122100;GS JLB: MOCHA 27149;NULL;1893.54
1;2020;452;4;60051810;GS JLB: MOCHA 27301;2225.40;NULL
1;2020;452;5;21424202;GS JLB: MOCHA 27301;401.51;NULL
1;2020;452;6;21122100;GS JLB: MOCHA 27301;NULL;2626.91
1;2020;452;7;60051800;GS JLB: TUTU POINT 28;600.00;NULL
1;2020;452;8;21122100;GS JLB: TUTU POINT 28;NULL;600.00
1;2020;453;11;21424202;GS ERN: LAUCLAMAR 20424;425.29;NULL
1;2020;453;12;21428511;GS ERN: LAUCLAMAR 20424;40.92;NULL
1;2020;453;13;21122100;GS ERN: LAUCLAMAR 20424;NULL;3023.46
1;2020;453;14;70061810;GS ERN: DEHEZA 11830;2446.98;NULL
1;2020;453;15;21424202;GS ERN: DEHEZA 11830;407.36;NULL
1;2020;453;16;21428511;GS ERN: DEHEZA 11830;39.15;NULL
1;2020;453;17;21428501;GS ERN: DEHEZA 11830;24.47;NULL
1;2020;453;18;21122100;GS ERN: DEHEZA 11830;NULL;2917.96
1;2020;454;1;50044510;MUNICIPALIDAD LOBOS (S E H);7064.00;NULL
1;2020;454;2;11110288;MUNICIPALIDAD LOBOS (S E H) TR;NULL;7064.00
1;2020;455;1;21122100;TELECOM F3666718 OP7954;7875.00;NULL
1;2020;455;2;11110288;TELECOM F3666718 OP7954 TRANSF;NULL;7875.00
1;2020;456;1;60052400;CORREO ARG ;560.00;NULL
1;2020;456;2;11110100;CORREO ARG ;NULL;560.00
1;2020;457;1;21122100;DIGITAL COPIERS F7734 OP7953;2359.50;NULL
1;2020;457;2;11110320;DIGITAL COPIERS F7734 OP7953;NULL;2155.50
1;2020;457;3;11110100;DIGITAL COPIERS F7734 OP7953;NULL;145.50
1;2020;457;4;21428517;DIGITAL COPIERS F7734 OP7953;NULL;58.50
1;2020;458;1;21122100;SODA LA BNA ESP F13876 OP7951;6350.09;NULL
1;2020;458;2;11110320;SODA LA BNA ESP F13876 OP7951;NULL;5440.00
1;2020;458;3;11110100;SODA LA BNA ESP F13876 OP7951;NULL;818.34
1;2020;458;4;21428513;SODA LA BNA ESP F13876 OP7951;NULL;91.75
1;2020;459;1;21122100;TERMOPL VICTORIA F2918 OP7955;67639.00;NULL
1;2020;459;2;11110320;TERMOPL VICTORIA F2918 OP7955;NULL;67000.00
1;2020;459;3;11110100;TERMOPL VICTORIA F2918 OP7955;NULL;639.00
1;2020;460;1;21122100;MARIA JOSE GIULIANO F45 OP7952;5485.00;NULL
1;2020;460;2;11110320;MARIA JOSE GIULIANO F45 OP7952;NULL;4978.00
1;2020;460;3;11110100;MARIA JOSE GIULIANO F45 OP7952;NULL;411.10
1;2020;460;4;21428513;MARIA JOSE GIULIANO F45 OP7952;NULL;95.90
1;2020;463;1;21122100;GAMMA F622 OP7956;17484.50;NULL
1;2020;461;1;21529562;AUTONOMOS ;11482.68;NULL
1;2020;461;2;21529561;AUTONOMOS;11482.68;NULL
1;2020;461;3;21529500;AUTONOMOS;2201.93;NULL
1;2020;461;4;21529563;AUTONOMOS;11482.68;NULL
1;2020;461;5;21529530;AUTONOMOS;2201.93;NULL
1;2020;461;6;11110288;AUTONOMOS;NULL;38851.90
1;2020;462;1;21122100;VISA MACRO;122711.47;NULL
1;2020;462;2;11110287;VISA MACRO DEBITO;NULL;122711.47
1;2020;463;2;11311500;GAMMA F622 OP7956;NULL;17354.45
1;2020;463;3;21428513;GAMMA F622 OP7956;NULL;130.05
1;2020;464;1;11110288;DEPOSITO CREDICOOP;230097.00;NULL
1;2020;464;2;11110288;DEPOSITO CREDICOOP;361911.28;NULL
1;2020;464;3;11110288;DEPOSITO CREDICOOP;1056650.00;NULL
1;2020;464;4;11110288;DEPOSITO CREDICOOP;35748.17;NULL
1;2020;464;5;11110287;DEPOSITO MACRO;1157912.50;NULL
1;2020;464;6;11110320;DEPOSITO CREDICOOP;NULL;230097.00
1;2020;464;7;11110320;DEPOSITO CREDICOOP;NULL;361911.28
1;2020;464;8;11110320;DEPOSITO CREDICOOP;NULL;1056650.00
1;2020;464;9;11110320;DEPOSITO CREDICOOP;NULL;35748.17
1;2020;464;10;11110320;DEPOSITO MACRO;NULL;1157912.50
1;2020;465;6;11110320;DEPOSITO CREDICOOP;NULL;123358.00
1;2020;465;7;11110320;DEPOSITO CREDICOOP;NULL;71100.00
1;2020;465;8;11110320;DEPOSITO MACRO;NULL;835809.83
1;2020;465;9;11110288;DEPOSITO CREDICOOP;213546.70;NULL
1;2020;465;10;11110320;DEPOSITO CREDICOOP;NULL;213546.70
1;2020;465;11;11110287;MACRO CHE.REDEP.OTRANTO;53763.50;NULL
1;2020;465;12;11110287;MACRO CHE.REDEP.ARANIL;10000.00;NULL
1;2020;1240;1;50042350;TELEFONICA MOVILES F57750;16784.84;NULL
1;2020;1240;2;60052350;TELEFONICA MOVILES F57750;16784.83;NULL
1;2020;1240;3;70062350;TELEFONICA MOVILES F57750;16784.83;NULL
1;2020;1239;1;50044400;AGUA Y SANEAMIEN F10604538629;925.97;NULL
1;2020;1239;2;21424602;AGUA Y SANEAMIEN F10604538629;245.62;NULL
1;2020;473;4;21122100;SECTOR INFORM F44225 ;NULL;43429.12
1;2020;473;5;60054401;METROGAS F642488;975.25;NULL
1;2020;473;6;21424202;METROGAS F642488;257.65;NULL
1;2020;473;7;21122100;METROGAS F642488;NULL;1232.90
1;2020;474;1;50042350;TELEFONICA F200207;5729.95;NULL
1;2020;474;2;60052350;TELEFONICA F200207;5729.95;NULL
1;2020;474;3;70062350;TELEFONICA F200207;5729.95;NULL
1;2020;474;4;21424202;TELEFONICA F200207;4578.59;NULL
1;2020;474;5;21428511;TELEFONICA F200207;107.31;NULL
1;2020;474;6;21428501;TELEFONICA F200207;95.22;NULL
1;2020;474;7;11513752;TELEFONICA F200207;295.44;NULL
1;2020;474;8;21122100;TELEFONICA F200207;NULL;22266.41
1;2020;475;1;11615120;ZSCHIMMER & SCHWARZ F34580;161567.03;NULL
1;2020;475;2;21424202;ZSCHIMMER & SCHWARZ F34580;33929.07;NULL
1;2020;475;3;21428511;ZSCHIMMER & SCHWARZ F34580;2585.08;NULL
1;2020;475;4;21428501;ZSCHIMMER & SCHWARZ F34580;1615.67;NULL
1;2020;475;5;21122100;ZSCHIMMER & SCHWARZ F34580;NULL;199696.85
1;2020;476;1;11615130;ZAMUDIO F42103;101765.00;NULL
1;2020;476;2;21424202;ZAMUDIO F42103;21370.65;NULL
1;2020;476;3;21428511;ZAMUDIO F42103;1628.24;NULL
1;2020;476;4;21428501;ZAMUDIO F42103;1017.65;NULL
1;2020;476;5;21122100;ZAMUDIO F42103;NULL;125781.54
1;2020;477;1;11615130;VARTECO F10824;118404.00;NULL
1;2020;477;2;21424202;VARTECO F10824;24864.84;NULL
1;2020;477;3;21428511;VARTECO F10824;1894.46;NULL
1;2020;477;4;21428501;VARTECO F10824;1184.04;NULL
1;2020;477;5;21122100;VARTECO F10824;NULL;146347.34
1;2020;478;1;11615130;MARPAQ F29438;194040.00;NULL
1;2020;478;2;21424202;MARPAQ F29438;40748.40;NULL
1;2020;478;3;21428511;MARPAQ F29438;3104.64;NULL
1;2020;478;4;21428501;MARPAQ F29438;1940.40;NULL
1;2020;478;5;21122100;MARPAQ F29438;NULL;239833.44
1;2020;1185;8;11110288;TIKVATEX SA CHEQ.RECHAZADO CRE;NULL;20000.00
1;2020;1185;9;11110288;TIKVATEX SA CHEQ.RECHAZADO CRE;NULL;45904.20
1;2020;1185;10;11110288;TIKVATEX SA CHEQ.RECHAZADO CRE;NULL;50000.00
1;2020;1186;1;11311810;CLADD SA CHEQ.RECH. CREDICOOP;35000.00;NULL
1;2020;1186;2;11311810;CLADD SA CHEQ.RECH. CREDICOOP;50000.00;NULL
1;2020;1186;3;11110288;CLADD SA CHEQ.RECH. CREDICOOP;NULL;35000.00
1;2020;1186;4;11110288;CLADD SA CHEQ.RECH. CREDICOOP;NULL;50000.00
1;2020;999;1;11311810;INDUGAR ND17089;9842.52;NULL
1;2020;999;2;21428511;INDUGAR ND17089;157.48;NULL
1;2020;1187;1;11311810;CREDICOOP CHEQ.RECH.PROC.CAMIL;7840.37;NULL
1;2020;1187;2;11110288;CREDICOOP CHEQ.RECH.PROC.CAMIL;NULL;7840.37
1;2020;1188;1;11110100;COBRO CHQ.RECH.TINT.MALDONADO;80000.00;NULL
1;2020;1188;2;11311810;COBRO CHQ.RECH.TINT.MALDONADO;NULL;80000.00
1;2020;1189;1;11311810;CREDICOOP CHEQ.RECH.TINT.MALDO;80000.00;NULL
1;2020;1189;2;11110288;CREDICOOP CHEQ.RECH.TINT.MALDO;NULL;80000.00
1;2020;1190;1;11311810;BALTO CHEQ.RECH. MACRO;15000.00;NULL
1;2020;1190;2;11110287;BALTO CHEQ.RECH. MACRO;NULL;15000.00
1;2020;1191;1;11110100;COBRO CHEQ.RECH.AMBORT ;26198.66;NULL
1;2020;1191;2;11110320;COBRO CHEQ.RECH.AMBORT ;25000.00;NULL
1;2020;1191;3;11110320;COBRO CHEQ.RECH.AMBORT ;NULL;39583.66
1;2020;1191;4;11311810;COBRO CHEQ.RECH.AMBORT ;NULL;3000.00
1;2020;1191;5;11311810;COBRO CHEQ.RECH.AMBORT ;NULL;8615.00
1;2020;1192;1;11311810;CREDICOOP CHEQ.RECH.AMBORT;3000.00;NULL
1;2020;1192;2;11110288;CREDICOOP CHEQ.RECH.AMBORT;NULL;3000.00
1;2020;1193;1;50042350;TELEFONICA ARG F120200608;6523.65;NULL
1;2020;1193;2;60052350;TELEFONICA ARG F120200608;6523.64;NULL
1;2020;1193;3;70062350;TELEFONICA ARG F120200608;6523.64;NULL
1;2020;1193;4;21424602;TELEFONICA ARG F120200608;5208.13;NULL
1;2020;1193;5;21428511;TELEFONICA ARG F120200608;131.70;NULL
1;2020;1193;6;21428501;TELEFONICA ARG F120200608;113.39;NULL
1;2020;1193;7;11513752;TELEFONICA ARG F120200608;360.09;NULL
1;2020;1193;8;21122100;TELEFONICA ARG F120200608;NULL;25384.24
1;2020;1194;1;60052200;MD Y GB F9624;2791.80;NULL
1;2020;1194;2;21424602;MD Y GB F9624;586.28;NULL
1;2020;1194;3;21122100;MD Y GB F9624;NULL;3378.08
1;2020;1194;4;50040610;INDUGAR F17119;8972.54;NULL
1;2020;1194;5;21424602;INDUGAR F17119;1884.23;NULL
1;2020;1194;6;21428511;INDUGAR F17119;143.56;NULL
1;2020;1194;7;21122100;INDUGAR F17119;NULL;11000.33
1;2020;1195;1;11615130;QCA OESTE F43532;75400.00;NULL
1;2020;1195;2;21424602;QCA OESTE F43532;15834.00;NULL
1;2020;1195;3;21428511;QCA OESTE F43532;1206.40;NULL
1;2020;1195;4;21428501;QCA OESTE F43532;754.00;NULL
1;2020;1195;5;21122100;QCA OESTE F43532;NULL;93194.40
1;2020;1196;1;60052360;ADM ERRANTI ;27220.00;NULL
1;2020;1196;2;70062360;ADM ERRANTI ;27220.00;NULL
1;2020;1196;3;21122100;ADM ERRANTI ;NULL;54440.00
1;2020;1196;4;50040102;PROTINCEN F13856;3136.00;NULL
1;2020;1196;5;21424602;PROTINCEN F13856;658.56;NULL
1;2020;1196;6;21122100;PROTINCEN F13856;NULL;3794.56
1;2020;1197;1;85085300;ARAUCO ND380;1246.33;NULL
1;2020;1197;2;21424602;ARAUCO ND380;261.73;NULL
1;2020;1197;3;21428501;ARAUCO ND380;12.46;NULL
1;2020;1197;4;21428511;ARAUCO ND380;19.94;NULL
1;2020;1197;5;21122100;ARAUCO ND380;NULL;1540.46
1;2020;1271;11;11110288;CREDICOOP/ CHEQ.RECH.RICOLTEX;NULL;20792.00
1;2020;1271;12;11110288;CREDICOOP/ CHEQ.RECH.RICOLTEX;NULL;37609.00
1;2020;1271;13;11110288;CREDICOOP/ CHEQ.RECH.RICOLTEX;NULL;33401.25
1;2020;1271;14;11110288;CREDICOOP/ CHEQ.RECH.RICOLTEX;NULL;45000.00
1;2020;1271;15;11110288;CREDICOOP/ CHEQ.RECH.RICOLTEX;NULL;18000.00
1;2020;1271;16;11110288;CREDICOOP/ CHEQ.RECH.RICOLTEX;NULL;30000.00
1;2020;1272;1;11311810;CREDICOOP CHEQ.RECH. AMBORT D.;15000.00;NULL
1;2020;1272;2;11110288;CREDICOOP CHEQ.RECH. AMBORT D.;NULL;15000.00
1;2020;1273;1;11311810;CREDICOOP CHEQ.RECH.M.SEBASTIA;38020.00;NULL
1;2020;480;1;60050050;OSDE F60237;19053.39;NULL
1;2020;480;2;21529500;OSDE F60237;31146.61;NULL
1;2020;480;3;21529530;OSDE F60237;31146.61;NULL
1;2020;480;4;21424202;OSDE F60237;8541.39;NULL
1;2020;480;5;21428511;OSDE F60237;1301.55;NULL
1;2020;480;6;21428501;OSDE F60237;813.47;NULL
1;2020;480;7;21122100;OSDE F60237;NULL;92003.02
1;2020;481;1;21122100;SECTOR INFORMAT F44225 OP7958;43429.12;NULL
1;2020;1273;2;11110288;CREDICOOP CHEQ.RECH.M.SEBASTIA;NULL;38020.00
1;2020;1274;1;11311810;CREDICOOP CHEQ.RECH. T.FOL;5553.90;NULL
1;2020;1274;2;11110288;CREDICOOP CHEQ.RECH. T.FOL;NULL;5553.90
1;2020;481;3;21428513;SECTOR INFORMAT F44225 OP7958;NULL;885.46
1;2020;482;1;21122100;METROGAS F642488 OP7965;1232.90;NULL
1;2020;482;2;11110288;METROGAS F642488 OP7965 TRANSF;NULL;1232.90
1;2020;483;1;21122100;AGUA Y SAN 10604125017 OP7964;658.41;NULL
1;2020;483;2;21122100;AGUA Y SAN 10604125010 OP7964;658.41;NULL
1;2020;483;3;21122100;AGUA Y SAN 10604125004 OP7964;712.99;NULL
1;2020;483;4;11110288;AGUA Y SAN 10604125017 OP7964;NULL;658.41
1;2020;483;5;11110288;AGUA Y SAN 10604125010 OP7964;NULL;658.41
1;2020;483;6;11110288;AGUA Y SAN 10604125004 OP7964;NULL;712.99
1;2020;484;1;60054200;AGIP INMOB Y ABL;1716.46;NULL
1;2020;484;2;70064200;AGIP INMOB Y ABL;1716.45;NULL
1;2020;484;3;11110288;AGIP INMOB Y ABL TRANSF;NULL;3432.91
1;2020;485;1;21122100;TELEFONICA F200207 OP7963;22266.41;NULL
1;2020;485;2;11110288;TELEFONICA F200207 OP7963 TRAN;NULL;22266.28
1;2020;485;3;11110100;TELEFONICA F200207 OP7963;NULL;0.13
1;2020;486;1;21122100;ZSCHIMMER & SCHW F34580 OP7960;171467.46;NULL
1;2020;486;2;11110320;ZSCHIMMER & SCHW F34580 OP7960;NULL;169756.10
1;2020;486;3;11110100;ZSCHIMMER & SCHW F34580 OP7960;NULL;462.81
1;2020;486;4;21428513;ZSCHIMMER & SCHW F34580 OP7960;NULL;1248.55
1;2020;487;1;21122100;ZAMUDIO F42103 OP7959;125781.54;NULL
1;2020;487;2;21122100;ZAMUDIO F42103 OP7959;9.76;NULL
1;2020;487;3;11110320;ZAMUDIO F42103 OP7959;NULL;123756.00
1;2020;487;4;21428513;ZAMUDIO F42103 OP7959;NULL;2035.30
1;2020;488;1;21122100;VARTECO F10824 OP7961;146347.34;NULL
1;2020;488;2;11110320;VARTECO F10824 OP7961;NULL;144779.43
1;2020;488;3;11110100;VARTECO F10824 OP7961;NULL;502.27
1;2020;488;4;21428513;VARTECO F10824 OP7961;NULL;1065.64
1;2020;489;1;21122100;MARPAQ F29438 OP7962;239833.44;NULL
1;2020;489;2;11110320;MARPAQ F29438 OP7962;NULL;234866.00
1;2020;489;3;11110100;MARPAQ F29438 OP7962;NULL;116.44
1;2020;489;4;21428513;MARPAQ F29438 OP7962;NULL;4851.00
1;2020;490;1;11110288;DEPOSITO CREDICOOP;1438373.89;NULL
1;2020;490;2;11110287;DEPOSITO MACRO;268571.00;NULL
1;2020;490;3;11110320;DEPOSITO CREDICOOP;NULL;1438373.89
1;2020;490;4;11110320;DEPOSITO MACRO;NULL;268571.00
1;2020;491;1;21428517;RENTAS CABA 2/20;193.25;NULL
1;2020;491;2;21428516;RENTAS CABA 2/20;275899.50;NULL
1;2020;491;3;11110287;RENTAS CABA 2/20 TRANSF;NULL;276105.32
1;2020;492;1;21428512;ARBA PERCEPCIONES 2/20;281719.49;NULL
1;2020;492;2;11110288;ARBA PERCEPCIONES 2/20 TRANSF;NULL;281719.48
1;2020;493;1;21424000;SICORE 2/20;141623.56;NULL
1;2020;493;2;11110287;SICORE 2/20 TRANSF;NULL;141623.56
1;2020;494;1;21323131;FAECYS 2/20;8943.65;NULL
1;2020;494;2;11110288;FAECYS 2/20 TRANSF;NULL;8943.66
1;2020;495;1;60052200;FILIGRAN F865;110.00;NULL
1;2020;495;2;11110100;FILIGRAN F865;NULL;110.00
1;2020;496;1;21428513;ARBA RETENCIONES 2/20;1532.03;NULL
1;2020;496;2;11110288;ARBA RETENCIONES 2/20 TRANSF;NULL;1532.03
1;2020;497;1;50044500;MUNICIPIO LANUS 3/20;8045.00;NULL
1;2020;497;2;11110288;MUNICIPIO LANUS 3/20 TRANSF;NULL;8045.00
1;2020;498;1;21122100;AGUA Y SAN 10604125005 OP7966;904.07;NULL
1;2020;498;2;21122100;AGUA Y SAN 10604125015 OP7966;904.07;NULL
1;2020;498;3;21122100;AGUA Y SAN 10604125012 OP7966;699.37;NULL
1;2020;498;4;21122100;AGUA Y SAN 10604158920 OP7966;2416.21;NULL
1;2020;498;5;21122100;AGUA Y SAN 10604125018 OP7966;699.37;NULL
1;2020;498;6;11110288;AGUA Y SANEAMIENTO OP7966 TRAN;NULL;5623.09
1;2020;499;1;50044850;LA HIGIENE F507;2300.00;NULL
1;2020;499;2;21424202;LA HIGIENE F507;483.00;NULL
1;2020;499;3;21122100;LA HIGIENE F507;NULL;2783.00
1;2020;499;4;11615120;PAGRUM F5163;18000.00;NULL
1;2020;499;5;21424202;PAGRUM F5163;3780.00;NULL
1;2020;499;6;21122100;PAGRUM F5163;NULL;21780.00
1;2020;499;7;50044500;LOBOQUIM F64;20000.00;NULL
1;2020;499;8;21424202;LOBOQUIM F64;4200.00;NULL
1;2020;499;9;21122120;LOBOQUIM F64;NULL;24200.00
1;2020;500;1;11615120;CRILEN F34234 ;180160.00;NULL
1;2020;500;2;21424202;CRILEN F34234 ;37833.60;NULL
1;2020;500;3;21428511;CRILEN F34234 ;2882.56;NULL
1;2020;500;4;21122100;CRILEN F34234 ;NULL;220876.16
1;2020;500;5;11615130;ZAMUDIO F42172;261788.40;NULL
1;2020;500;6;21424202;ZAMUDIO F42172;54975.56;NULL
1;2020;500;7;21428511;ZAMUDIO F42172;4188.62;NULL
1;2020;500;8;21428501;ZAMUDIO F42172;2617.88;NULL
1;2020;500;9;21122100;ZAMUDIO F42172;NULL;323570.46
1;2020;501;1;60052200;ARTES GRAF BARBERI F2168;7200.00;NULL
1;2020;501;2;21424202;ARTES GRAF BARBERI F2168;1512.00;NULL
1;2020;501;3;21122100;ARTES GRAF BARBERI F2168;NULL;8712.00
1;2020;502;1;21122100;BARBERI F2183 OP7967;3509.00;NULL
1;2020;502;2;21122100;BARBERI F2168 OP7967;8712.00;NULL
1;2020;502;3;11110320;BARBERI F2183/68 OP7967;NULL;11000.00
1;2020;502;4;11110100;BARBERI F2183/68 OP7967;NULL;1221.00
1;2020;502;5;60052200;ARTES GRAF BARBERI F2183;2900.00;NULL
